umap_1,umap_2,label
2.071573,11.700012,Neutrophile
1.9943238,10.8721075,Neutrophile
1.3816732,11.642618,Neutrophile
3.1571474,12.216411,Neutrophile
3.136757,11.721063,Neutrophile
2.3892024,11.5268955,Neutrophile
3.5090764,10.943457,Neutrophile
4.151878,11.065461,Neutrophile
0.7686791,10.815755,Neutrophile
0.7757386,11.505849,Neutrophile
2.5624757,11.468297,Neutrophile
1.2836834,11.128617,Neutrophile
1.7587988,11.267527,Neutrophile
2.318989,11.08166,Neutrophile
3.1703873,10.380449,Neutrophile
6.756823,8.494796,Neutrophile
2.2310805,11.696587,Neutrophile
3.303577,11.316328,Neutrophile
2.5815055,11.959543,Neutrophile
1.8739638,10.970453,Neutrophile
3.1670423,12.165469,Neutrophile
1.8834021,11.569384,Neutrophile
4.6039343,11.053693,Neutrophile
2.6496236,11.395733,Neutrophile
3.5054598,11.288803,Neutrophile
2.5569863,10.510417,Neutrophile
2.9126196,11.231137,Neutrophile
3.3887522,11.489293,Neutrophile
1.8622802,11.909865,Neutrophile
1.2010039,11.44906,Neutrophile
2.8986547,11.498412,Neutrophile
2.3398542,11.101936,Neutrophile
3.1780505,11.013981,Neutrophile
3.2661743,11.560598,Neutrophile
1.2491262,10.816832,Neutrophile
0.7995196,10.681797,Neutrophile
2.0621421,11.07023,Neutrophile
1.9012815,10.23332,Neutrophile
5.213897,9.678145,Neutrophile
3.4533098,11.943799,Neutrophile
3.0260842,11.600446,Neutrophile
2.668924,11.602558,Neutrophile
2.8636343,11.16191,Neutrophile
2.490152,11.403446,Neutrophile
2.4537656,12.149568,Neutrophile
2.3407629,12.232119,Neutrophile
2.6762161,11.3115015,Neutrophile
3.6904795,11.27502,Neutrophile
3.831082,10.929566,Neutrophile
3.3718736,11.299142,Neutrophile
0.885047,10.5922165,Neutrophile
3.103129,11.920563,Neutrophile
3.1428795,12.219529,Neutrophile
4.45208,10.994321,Neutrophile
3.4442935,10.272593,Neutrophile
3.0627217,10.818994,Neutrophile
4.055177,11.276325,Neutrophile
2.526508,11.429272,Neutrophile
1.9028636,11.02436,Neutrophile
1.2805057,10.648694,Neutrophile
2.5903156,10.793502,Neutrophile
2.1230443,10.59045,Neutrophile
4.988247,10.049963,Neutrophile
3.1791542,12.145801,Neutrophile
4.800375,13.200547,Neutrophile
3.978056,10.773584,Neutrophile
2.3609903,11.413648,Neutrophile
2.4593446,11.346351,Neutrophile
0.74402285,10.784338,Neutrophile
1.7070674,10.684828,Neutrophile
1.2293043,11.476711,Neutrophile
3.5678859,10.756846,Neutrophile
1.12889,11.466425,Neutrophile
3.3594093,11.242383,Neutrophile
4.086097,10.158691,Neutrophile
2.7222133,9.963286,Neutrophile
4.2240195,10.931555,Neutrophile
1.1029282,10.539321,Neutrophile
2.3205442,10.419011,Neutrophile
3.7107286,11.137715,Neutrophile
3.190178,10.866232,Neutrophile
2.4682922,11.061233,Neutrophile
4.0117273,11.345391,Neutrophile
3.4594703,10.644405,Neutrophile
1.6102709,10.562571,Neutrophile
1.8685837,11.206749,Neutrophile
2.2543962,11.4968,Neutrophile
3.2586937,10.098899,Neutrophile
2.503777,11.383076,Neutrophile
2.9054725,11.256224,Neutrophile
0.9577481,10.697516,Neutrophile
3.0227818,11.688485,Neutrophile
3.3877735,10.947075,Neutrophile
2.5255067,11.514532,Neutrophile
1.3227421,11.687024,Neutrophile
0.95615536,10.615508,Neutrophile
2.7249556,11.973302,Neutrophile
0.74608403,11.448186,Neutrophile
1.9148257,11.724904,Neutrophile
2.1516457,10.994458,Neutrophile
3.954647,11.483969,Neutrophile
-2.0876806,17.792313,Neutrophile
1.3234626,11.052218,Neutrophile
1.7478349,10.548722,Neutrophile
3.167259,11.790366,Neutrophile
2.7790554,11.512251,Neutrophile
2.3561225,10.637238,Neutrophile
3.1965806,10.172621,Neutrophile
2.8970184,10.343091,Neutrophile
1.019272,10.345721,Neutrophile
1.0822817,11.637603,Neutrophile
1.9467648,11.881378,Neutrophile
2.644531,10.958301,Neutrophile
4.146969,10.713989,Neutrophile
2.7749324,11.886673,Neutrophile
2.8422441,10.886525,Neutrophile
2.0884016,11.47351,Neutrophile
2.0252078,10.577314,Neutrophile
4.810436,9.0725565,Neutrophile
1.8631134,11.847325,Neutrophile
3.0661452,10.200899,Neutrophile
1.041304,11.436015,Neutrophile
2.0495522,10.725613,Neutrophile
2.720159,10.482945,Neutrophile
2.251654,11.401423,Neutrophile
1.2641236,11.145365,Neutrophile
-2.0566814,17.75935,Neutrophile
1.9116029,10.702731,Neutrophile
1.3197485,10.516412,Neutrophile
1.2547042,11.302132,Neutrophile
2.5826843,11.797818,Neutrophile
3.9309788,10.448387,Neutrophile
3.4144986,10.402726,Neutrophile
1.1818702,11.483971,Neutrophile
1.807637,11.834894,Neutrophile
3.7231648,11.61196,Neutrophile
-2.0677342,17.76783,Neutrophile
4.853427,13.273,Neutrophile
1.6261706,11.443173,Neutrophile
2.7692852,11.277633,Neutrophile
3.746969,11.791164,Neutrophile
4.059826,10.868324,Neutrophile
3.3641315,11.469477,Neutrophile
3.4946656,11.638821,Neutrophile
2.0767152,10.786201,Neutrophile
2.6663494,10.248615,Neutrophile
4.0113,10.812298,Neutrophile
4.311041,10.689225,Neutrophile
2.4569652,11.47658,Neutrophile
3.0437648,11.529053,Neutrophile
2.100227,11.929528,Neutrophile
1.3476456,10.45338,Neutrophile
3.6734555,11.1192665,Neutrophile
1.3531873,10.375756,Neutrophile
1.9170603,11.526281,Neutrophile
3.207976,12.171591,Neutrophile
4.2548723,8.551985,Neutrophile
2.2449877,10.574663,Neutrophile
4.872536,13.315354,Neutrophile
1.030176,11.226966,Neutrophile
1.1048139,10.446622,Neutrophile
2.0218804,11.479193,Neutrophile
1.9084729,10.391138,Neutrophile
4.846326,13.097688,Neutrophile
3.09099,10.516362,Neutrophile
4.5169945,10.788995,Neutrophile
4.190693,11.346256,Neutrophile
1.0118886,10.43882,Neutrophile
2.1167078,12.016182,Neutrophile
2.783396,11.338103,Neutrophile
3.446668,11.217085,Neutrophile
2.029526,11.233875,Neutrophile
4.320419,10.834113,Neutrophile
2.3499613,10.11942,Neutrophile
3.1040099,11.15027,Neutrophile
0.97423697,10.577933,Neutrophile
1.408341,11.8285885,Neutrophile
2.749237,11.214476,Neutrophile
2.397951,11.145512,Neutrophile
1.004733,10.795766,Neutrophile
3.2450387,12.134789,Neutrophile
4.0704713,11.651538,Neutrophile
1.4353926,10.781546,Neutrophile
0.75020915,11.324663,Neutrophile
2.1434693,11.303389,Neutrophile
1.7728913,10.716636,Neutrophile
3.1453855,11.61434,Neutrophile
2.3233747,11.315285,Neutrophile
3.4911416,11.426399,Neutrophile
1.4109461,10.484895,Neutrophile
2.261509,10.8461,Neutrophile
2.7958896,11.449933,Neutrophile
0.90069866,10.843096,Neutrophile
2.8638663,11.282048,Neutrophile
2.3439624,10.206482,Neutrophile
2.158778,11.638648,Neutrophile
2.7283118,11.493252,Neutrophile
3.303097,11.847059,Neutrophile
1.7237257,10.4772215,Neutrophile
2.3990843,10.235311,Neutrophile
2.0744493,11.603088,Neutrophile
2.4620445,11.240255,Neutrophile
2.734376,9.977337,Neutrophile
2.5703642,10.543931,Neutrophile
3.0682034,11.77859,Neutrophile
3.4461055,10.60962,Neutrophile
1.1558269,10.534133,Neutrophile
5.52993,8.213468,Neutrophile
3.5326889,10.866497,Neutrophile
3.0992963,11.473148,Neutrophile
3.163885,11.180496,Neutrophile
4.399572,11.0330305,Neutrophile
2.1610434,10.285677,Neutrophile
1.2922088,11.180661,Neutrophile
7.179378,9.317461,Neutrophile
2.2321053,12.115811,Neutrophile
1.6828548,11.642323,Neutrophile
1.5623951,11.640294,Neutrophile
3.6200469,11.079071,Neutrophile
3.7327483,11.809685,Neutrophile
3.1901557,11.654283,Neutrophile
4.880066,13.168774,Neutrophile
3.7548945,10.91593,Neutrophile
3.437614,10.961308,Neutrophile
3.3114035,11.657444,Neutrophile
0.883386,11.430018,Neutrophile
2.6222854,11.557817,Neutrophile
1.4553808,11.07154,Neutrophile
2.6424448,11.8354,Neutrophile
2.1348245,10.3860235,Neutrophile
2.0565884,11.135002,Neutrophile
3.2514906,11.43588,Neutrophile
3.2036426,12.088747,Neutrophile
1.867417,10.294441,Neutrophile
4.287384,10.996527,Neutrophile
2.9750812,11.225641,Neutrophile
1.5000206,10.757196,Neutrophile
3.3285685,11.666491,Neutrophile
1.7243173,10.629141,Neutrophile
2.9043522,10.952164,Neutrophile
2.2637131,10.182477,Neutrophile
3.3963475,10.32303,Neutrophile
3.1052833,10.495341,Neutrophile
4.8762016,13.298428,Neutrophile
1.207248,10.800586,Neutrophile
3.4853728,10.567985,Neutrophile
3.2463875,11.17794,Neutrophile
0.8062798,11.160461,Neutrophile
1.1871139,11.634853,Neutrophile
3.3312507,11.735617,Neutrophile
3.832661,11.400322,Neutrophile
2.565756,11.811336,Neutrophile
2.5151417,10.2933,Neutrophile
3.9152098,10.818416,Neutrophile
4.881749,13.309884,Neutrophile
2.9453878,11.746527,Neutrophile
3.0939896,11.493626,Neutrophile
2.2169547,12.031177,Neutrophile
3.3087213,10.5316,Neutrophile
3.303524,11.701572,Neutrophile
1.0341531,10.65417,Neutrophile
3.0589309,10.734818,Neutrophile
1.4456795,11.472861,Neutrophile
1.060826,10.37613,Neutrophile
2.8517685,11.666466,Neutrophile
4.2176347,9.585735,Neutrophile
3.8884056,10.8465805,Neutrophile
4.2699857,11.578359,Neutrophile
2.6456075,11.322622,Neutrophile
1.7816156,10.375136,Neutrophile
2.97322,12.2454195,Neutrophile
1.5420527,11.744156,Neutrophile
3.240194,11.010243,Neutrophile
2.4565396,11.720972,Neutrophile
2.618839,10.839161,Neutrophile
3.9780893,11.470006,Neutrophile
1.0248926,10.57022,Neutrophile
3.0924222,10.954296,Neutrophile
1.3027704,11.163858,Neutrophile
2.817926,10.308175,Neutrophile
4.1140876,11.310696,Neutrophile
1.1798244,11.523412,Neutrophile
1.090942,11.16395,Neutrophile
0.9577971,11.345818,Neutrophile
0.774601,11.468967,Neutrophile
2.982201,10.217533,Neutrophile
3.1441605,10.246554,Neutrophile
2.9393892,11.164053,Neutrophile
1.6303711,10.164198,Neutrophile
3.323414,11.611875,Neutrophile
3.6393752,10.837443,Neutrophile
1.7155186,11.841492,Neutrophile
3.428999,10.325429,Neutrophile
2.589609,10.718894,Neutrophile
1.5428482,10.908865,Neutrophile
3.0944757,11.212369,Neutrophile
3.931872,11.07697,Neutrophile
2.6385725,11.805247,Neutrophile
1.9375087,11.070535,Neutrophile
2.8849235,11.4863,Neutrophile
2.006377,10.613193,Neutrophile
2.6749613,10.242522,Neutrophile
3.329419,12.223837,Neutrophile
3.5068562,10.603896,Neutrophile
2.20552,10.915105,Neutrophile
0.8242141,11.555108,Neutrophile
2.8970857,11.544413,Neutrophile
0.95293427,10.558037,Neutrophile
2.5856957,10.627946,Neutrophile
2.4010584,11.577248,Neutrophile
-2.0619862,17.75469,Neutrophile
2.5874138,12.04844,Neutrophile
4.83229,13.287011,Neutrophile
3.9653885,11.392179,Neutrophile
2.3601606,10.94864,Neutrophile
1.409733,10.510566,Neutrophile
3.885328,11.530094,Neutrophile
-2.021164,17.813597,Neutrophile
1.4161758,11.269229,Neutrophile
3.151142,12.090705,Neutrophile
2.4069574,12.029389,Neutrophile
2.8156288,11.184083,Neutrophile
2.9809008,11.702214,Neutrophile
3.5501149,10.217074,Neutrophile
3.641893,11.082083,Neutrophile
3.3028595,10.288412,Neutrophile
2.3665423,11.312425,Neutrophile
2.4745665,11.102322,Neutrophile
6.8498077,9.289564,Neutrophile
1.1899439,11.57276,Neutrophile
1.2187179,10.912187,Neutrophile
1.064871,10.64569,Neutrophile
2.2563016,10.161632,Neutrophile
2.9556348,11.949603,Neutrophile
1.0807241,10.365374,Neutrophile
3.1572573,12.111524,Neutrophile
4.199013,11.623659,Neutrophile
3.5891705,11.353604,Neutrophile
3.488213,11.878791,Neutrophile
2.3708627,12.039389,Neutrophile
0.93092024,11.172096,Neutrophile
0.74301356,11.439476,Neutrophile
3.8815694,10.657837,Neutrophile
2.37979,10.151233,Neutrophile
2.413651,11.449653,Neutrophile
1.061734,11.093304,Neutrophile
2.5724277,11.092813,Neutrophile
3.5830734,10.58957,Neutrophile
2.398218,11.210153,Neutrophile
1.8672194,11.763439,Neutrophile
1.2829283,10.992202,Neutrophile
2.7762327,10.901552,Neutrophile
4.3414054,11.056668,Neutrophile
0.77137333,11.522514,Neutrophile
2.003888,10.2591505,Neutrophile
3.9571633,10.911042,Neutrophile
1.977522,10.637665,Neutrophile
2.0670412,10.930782,Neutrophile
2.6078055,12.153497,Neutrophile
1.092466,10.675567,Neutrophile
2.523405,10.510841,Neutrophile
2.4971952,11.3669,Neutrophile
3.545876,12.219686,Neutrophile
3.9172637,10.177231,Neutrophile
2.5931587,10.848027,Neutrophile
2.8571615,11.0789175,Neutrophile
2.1476014,12.108463,Neutrophile
3.930665,11.710791,Neutrophile
4.6947784,13.202215,Neutrophile
0.88478976,10.427896,Neutrophile
3.2863374,11.489095,Neutrophile
1.0119153,11.187185,Neutrophile
3.6974313,11.950132,Neutrophile
1.0005075,11.008106,Neutrophile
1.6664559,11.77626,Neutrophile
3.11375,10.6918335,Neutrophile
3.9454696,11.485481,Neutrophile
2.525786,11.124495,Neutrophile
0.96535474,10.612707,Neutrophile
2.9860458,10.49315,Neutrophile
3.4391851,10.727956,Neutrophile
2.5529892,12.062528,Neutrophile
3.921049,10.462553,Neutrophile
2.3238573,11.949962,Neutrophile
1.0351957,10.620522,Neutrophile
1.4728438,11.790301,Neutrophile
3.2649353,10.746294,Neutrophile
3.1727192,11.70528,Neutrophile
2.4389012,11.0595875,Neutrophile
1.0072885,11.724995,Neutrophile
3.9943366,11.254352,Neutrophile
4.6034245,10.106181,Neutrophile
4.166552,10.633357,Neutrophile
2.3064208,10.769328,Neutrophile
2.1003232,12.135957,Neutrophile
1.4726739,11.328899,Neutrophile
2.2162533,12.030919,Neutrophile
1.2442353,10.832046,Neutrophile
3.2426188,11.550253,Neutrophile
3.0809386,11.182644,Neutrophile
4.8418436,13.28583,Neutrophile
3.121846,10.384228,Neutrophile
1.0727078,10.600618,Neutrophile
3.421281,10.124497,Neutrophile
3.2189791,11.631602,Neutrophile
2.3340218,11.341556,Neutrophile
4.2087216,11.576883,Neutrophile
3.1331465,10.151666,Neutrophile
4.838913,13.287685,Neutrophile
2.2745523,11.358679,Neutrophile
3.6893976,11.096393,Neutrophile
2.639457,11.192498,Neutrophile
0.9452834,10.739639,Neutrophile
3.450156,11.395515,Neutrophile
1.4831578,11.051189,Neutrophile
2.289508,11.152606,Neutrophile
1.2364373,10.241683,Neutrophile
2.1840398,11.794083,Neutrophile
3.970577,10.132756,Neutrophile
4.8645773,13.2946205,Neutrophile
3.2303708,10.636806,Neutrophile
2.2606955,10.807785,Neutrophile
-2.0653145,17.777416,Neutrophile
2.7896867,11.655257,Neutrophile
2.2787092,10.561409,Neutrophile
3.657358,10.865443,Neutrophile
1.9517177,10.6355095,Neutrophile
2.4882808,11.610412,Neutrophile
0.74536943,11.544497,Neutrophile
2.607235,11.707232,Neutrophile
-2.0621753,17.77207,Neutrophile
1.2975862,10.56189,Neutrophile
2.9427357,10.215854,Neutrophile
2.3226326,11.640472,Neutrophile
4.8871098,13.319387,Neutrophile
2.749233,10.123196,Neutrophile
3.5911639,11.5642,Neutrophile
-2.0243516,17.722721,Neutrophile
1.7812611,10.995465,Neutrophile
2.828998,10.931813,Neutrophile
3.4776025,10.320317,Neutrophile
1.706885,11.847776,Neutrophile
0.8185307,11.327044,Neutrophile
3.880158,10.404228,Neutrophile
2.847499,11.697873,Neutrophile
1.1195128,11.249022,Neutrophile
2.2235255,10.810913,Neutrophile
1.1817685,11.5462675,Neutrophile
2.1827729,10.332884,Neutrophile
3.3058364,11.755325,Neutrophile
1.3077419,10.304333,Neutrophile
1.4163567,11.167257,Neutrophile
1.7361223,11.79926,Neutrophile
-2.1586733,17.912775,Neutrophile
1.8077883,12.00605,Neutrophile
3.4122777,12.375091,Neutrophile
1.8592077,10.930481,Neutrophile
2.0081651,11.053804,Neutrophile
1.7554023,10.274181,Neutrophile
3.3816376,11.372432,Neutrophile
1.6936721,11.176147,Neutrophile
1.6743292,10.177442,Neutrophile
4.189082,11.651562,Neutrophile
3.1558235,11.704504,Neutrophile
2.3583446,10.749012,Neutrophile
3.5558558,11.663335,Neutrophile
1.2939627,11.504954,Neutrophile
3.5075777,11.177447,Neutrophile
0.8761806,11.239861,Neutrophile
1.7030157,11.67487,Neutrophile
1.241786,11.247926,Neutrophile
4.3228083,8.521506,Neutrophile
2.943555,10.423501,Neutrophile
0.9277403,10.643727,Neutrophile
1.7937171,11.564916,Neutrophile
1.1993932,11.344075,Neutrophile
3.7483537,10.550123,Neutrophile
2.5577035,11.701983,Neutrophile
4.217494,11.601771,Neutrophile
3.9192743,11.392093,Neutrophile
1.4179686,10.922319,Neutrophile
1.8315603,11.246011,Neutrophile
2.6857448,11.994623,Neutrophile
2.0456007,11.673022,Neutrophile
2.961353,11.497007,Neutrophile
0.78355443,11.37337,Neutrophile
3.238983,10.962922,Neutrophile
4.2571483,11.114127,Neutrophile
0.7582572,11.474411,Neutrophile
1.1615705,11.48871,Neutrophile
2.3478358,11.487854,Neutrophile
2.5444884,11.4482565,Neutrophile
3.4708824,10.454353,Neutrophile
2.471757,11.077415,Neutrophile
1.1916496,10.58869,Neutrophile
2.4247677,11.213343,Neutrophile
2.189847,10.226909,Neutrophile
4.0766273,11.035734,Neutrophile
2.914842,10.921498,Neutrophile
4.7912335,13.222901,Neutrophile
2.852005,11.718854,Neutrophile
0.99277216,11.435646,Neutrophile
3.3698184,11.483363,Neutrophile
3.9744048,10.893287,Neutrophile
3.6030269,11.136491,Neutrophile
1.7405105,10.941817,Neutrophile
2.7726502,11.027205,Neutrophile
1.9821281,12.000738,Neutrophile
2.7163386,11.333934,Neutrophile
4.79473,13.2608795,Neutrophile
1.6151129,10.492236,Neutrophile
3.9312966,11.274796,Neutrophile
3.043983,10.947649,Neutrophile
0.9702543,10.620411,Neutrophile
3.2785103,11.51685,Neutrophile
1.7252008,10.390333,Neutrophile
0.8323458,10.854501,Neutrophile
1.1692681,10.783113,Neutrophile
1.4186851,11.244631,Neutrophile
3.8341646,10.456053,Neutrophile
1.2432592,11.357389,Neutrophile
2.0183568,11.2724085,Neutrophile
4.1268034,11.502665,Neutrophile
1.400256,11.7093935,Neutrophile
2.0692542,10.546202,Neutrophile
1.6882671,11.503389,Neutrophile
3.919905,10.74532,Neutrophile
3.1471393,10.464485,Neutrophile
2.3746052,10.763367,Neutrophile
2.408305,10.16926,Neutrophile
3.3537068,10.125174,Neutrophile
2.8522851,10.909918,Neutrophile
1.8789387,10.659859,Neutrophile
3.139354,11.98807,Neutrophile
1.3379127,11.61762,Neutrophile
1.1476896,11.470691,Neutrophile
2.9161677,12.103264,Neutrophile
2.0692644,10.125402,Neutrophile
8.169518,-4.6675353,Neutrophile
1.3137064,11.411507,Neutrophile
2.0483382,11.293183,Neutrophile
2.9334755,11.01151,Neutrophile
3.7894154,11.159949,Neutrophile
3.9749372,11.439758,Neutrophile
1.6083082,10.526169,Neutrophile
0.7354511,11.276814,Neutrophile
3.2343714,11.784798,Neutrophile
1.2668486,10.826457,Neutrophile
2.2152135,10.726237,Neutrophile
3.048482,10.375834,Neutrophile
4.0449905,11.803023,Neutrophile
1.5477588,10.261606,Neutrophile
0.992236,11.571264,Neutrophile
4.444767,9.165358,Neutrophile
5.645488,9.7663555,Neutrophile
2.6992226,10.5689,Neutrophile
1.0525371,10.625,Neutrophile
0.7868683,11.412963,Neutrophile
3.5442944,11.656059,Neutrophile
2.8140326,11.518807,Neutrophile
2.6943977,10.993268,Neutrophile
1.1453567,11.602324,Neutrophile
3.74141,10.6796875,Neutrophile
1.2532871,11.66486,Neutrophile
1.7721461,11.289886,Neutrophile
0.90627664,10.607101,Neutrophile
2.8151553,11.271278,Neutrophile
0.84413004,11.346176,Neutrophile
0.8749524,10.663597,Neutrophile
2.836065,11.971241,Neutrophile
4.8402486,13.292588,Neutrophile
1.1008341,11.052418,Neutrophile
4.1138806,11.593574,Neutrophile
3.2602756,10.388893,Neutrophile
3.7531176,10.4298525,Neutrophile
3.031423,11.331798,Neutrophile
2.4212976,10.629779,Neutrophile
0.9408647,10.987988,Neutrophile
1.9763585,10.261246,Neutrophile
4.2411933,11.600646,Neutrophile
3.9518244,10.16624,Neutrophile
4.8085165,13.272814,Neutrophile
3.064414,12.075826,Neutrophile
2.1528533,11.509071,Neutrophile
1.929245,11.587912,Neutrophile
2.7191374,10.616834,Neutrophile
3.1520977,11.718298,Neutrophile
3.1582367,11.685373,Neutrophile
1.7987243,10.271578,Neutrophile
1.1994447,10.554532,Neutrophile
2.9308774,10.454584,Neutrophile
2.6737626,11.867586,Neutrophile
1.4609872,10.250345,Neutrophile
4.47118,10.817869,Neutrophile
2.3872104,12.150512,Neutrophile
3.5448532,12.248539,Neutrophile
3.4709265,11.3282995,Neutrophile
1.0554252,10.77962,Neutrophile
3.903192,10.420651,Neutrophile
0.9322756,11.708212,Neutrophile
1.8179975,10.877029,Neutrophile
1.1545216,10.504587,Neutrophile
4.53631,9.332049,Neutrophile
1.5098765,10.672163,Neutrophile
1.6990715,10.2468815,Neutrophile
1.8404284,10.208342,Neutrophile
3.484888,9.899556,Neutrophile
2.0133595,10.407843,Neutrophile
2.5939765,11.004898,Neutrophile
4.4105086,10.903025,Neutrophile
2.6330836,10.109925,Neutrophile
1.7470448,11.012482,Neutrophile
3.42034,12.084618,Neutrophile
2.2838297,11.035349,Neutrophile
3.72246,11.465457,Neutrophile
2.6718853,10.822405,Neutrophile
1.7058265,11.543762,Neutrophile
1.7989624,11.316183,Neutrophile
2.3080647,11.222985,Neutrophile
1.695303,10.385974,Neutrophile
4.266484,11.426609,Neutrophile
0.796649,11.404747,Neutrophile
2.4057434,11.447646,Neutrophile
2.6096053,11.995162,Neutrophile
1.9480709,12.048177,Neutrophile
4.3762345,10.981476,Neutrophile
1.0273219,11.344705,Neutrophile
2.6224673,10.572545,Neutrophile
3.2643056,11.220741,Neutrophile
1.4961874,11.446767,Neutrophile
0.93436193,10.7828245,Neutrophile
3.6723707,10.286831,Neutrophile
2.7362826,10.685655,Neutrophile
4.0430512,11.100324,Neutrophile
1.579898,11.379438,Neutrophile
4.8611717,13.120654,Neutrophile
1.596983,11.585568,Neutrophile
4.3285875,9.336082,Neutrophile
4.3299184,11.274989,Neutrophile
2.0752985,11.332477,Neutrophile
4.8692837,13.322846,Neutrophile
3.6766028,10.303347,Neutrophile
3.117729,10.26066,Neutrophile
4.9106126,13.27822,Neutrophile
1.7824485,11.322575,Neutrophile
3.0584118,10.89276,Neutrophile
2.6280315,12.092921,Neutrophile
-2.0653152,17.758142,Neutrophile
2.3958127,10.588504,Neutrophile
1.0124913,10.482704,Neutrophile
6.9059567,9.685413,Neutrophile
3.3847847,11.034144,Neutrophile
1.1930362,10.501568,Neutrophile
2.504284,11.516845,Neutrophile
2.455145,10.532045,Neutrophile
3.7271829,11.556023,Neutrophile
2.7285712,11.089588,Neutrophile
5.663427,9.668771,Neutrophile
1.1377318,11.673371,Neutrophile
1.541865,10.793827,Neutrophile
4.1528935,11.285756,Neutrophile
4.3133564,9.524915,Neutrophile
2.5223134,11.827745,Neutrophile
1.2024975,11.316257,Neutrophile
0.77104366,11.547171,Neutrophile
2.7150264,11.438573,Neutrophile
2.1788926,10.949763,Neutrophile
3.4964695,10.704474,Neutrophile
4.8968654,9.417909,Neutrophile
3.430225,12.378244,Neutrophile
1.1035849,10.529266,Neutrophile
2.03807,11.579794,Neutrophile
3.6689548,12.022722,Neutrophile
0.7977,11.071138,Neutrophile
-2.0646808,17.756367,Neutrophile
2.8184016,11.176873,Neutrophile
1.7225884,10.333427,Neutrophile
2.6189837,10.290177,Neutrophile
3.819799,11.0035305,Neutrophile
2.9563475,10.96171,Neutrophile
0.7030899,11.457064,Neutrophile
3.9861882,10.798289,Neutrophile
2.6635027,11.082251,Neutrophile
6.7535067,9.553718,Neutrophile
3.2263522,11.224451,Neutrophile
2.5088022,10.35293,Neutrophile
3.5814023,12.217706,Neutrophile
2.7842417,11.310075,Neutrophile
2.1890833,12.174451,Neutrophile
0.9058978,10.789622,Neutrophile
1.7883594,11.613671,Neutrophile
3.8887496,12.097525,Neutrophile
3.3306203,10.542187,Neutrophile
4.3094378,11.243334,Neutrophile
1.8418503,11.02181,Neutrophile
1.6755869,10.453259,Neutrophile
4.8106065,13.25124,Neutrophile
2.5132527,11.963472,Neutrophile
2.7964222,11.817542,Neutrophile
2.0314057,10.357546,Neutrophile
3.295644,10.966023,Neutrophile
3.647678,10.885138,Neutrophile
1.8425394,11.771597,Neutrophile
2.998978,11.398581,Neutrophile
1.0528474,10.66934,Neutrophile
3.8990567,10.803259,Neutrophile
1.7047337,10.236169,Neutrophile
2.3218253,11.607097,Neutrophile
3.4986386,12.013602,Neutrophile
5.252138,9.304523,Neutrophile
1.9423324,12.014357,Neutrophile
1.3035339,11.111797,Neutrophile
2.5836315,11.362183,Neutrophile
2.4658606,11.6493435,Neutrophile
6.4463654,8.855287,Neutrophile
4.8501515,8.572709,Neutrophile
2.6610613,11.664722,Neutrophile
2.8516402,9.938513,Neutrophile
1.2688376,11.371693,Neutrophile
2.5485718,11.219765,Neutrophile
4.0478196,10.661614,Neutrophile
4.9203672,13.321297,Neutrophile
3.323819,12.0537815,Neutrophile
1.661221,10.28715,Neutrophile
2.307605,10.229479,Neutrophile
2.3437085,10.220542,Neutrophile
4.158844,8.652897,Neutrophile
1.6379242,11.310848,Neutrophile
1.8209106,11.940145,Neutrophile
2.7065253,10.094465,Neutrophile
3.8207395,10.942199,Neutrophile
3.1937582,12.05197,Neutrophile
1.716413,10.307779,Neutrophile
2.5728078,11.719773,Neutrophile
3.5876079,11.979877,Neutrophile
1.8243313,11.651178,Neutrophile
2.4551182,10.235266,Neutrophile
4.919664,13.087065,Neutrophile
2.876293,10.752194,Neutrophile
2.8865664,11.631894,Neutrophile
3.133816,11.782156,Neutrophile
4.2263274,11.629481,Neutrophile
1.9075943,10.324752,Neutrophile
3.2432802,11.190688,Neutrophile
3.3813994,11.296804,Neutrophile
2.0029967,11.188472,Neutrophile
2.6406913,10.300647,Neutrophile
0.7606635,11.378833,Neutrophile
1.2705574,10.578144,Neutrophile
2.2708454,10.152204,Neutrophile
2.5125167,11.085252,Neutrophile
1.171268,11.559344,Neutrophile
1.6215645,10.438512,Neutrophile
2.9680455,10.860156,Neutrophile
2.5702066,11.115253,Neutrophile
1.7454785,10.863434,Neutrophile
3.1832166,11.68992,Neutrophile
3.8953006,10.947067,Neutrophile
2.4611216,11.260051,Neutrophile
1.6362182,11.066576,Neutrophile
2.905488,11.0010195,Neutrophile
-2.1331937,17.868406,Neutrophile
2.1138973,12.09581,Neutrophile
2.3445761,10.11438,Neutrophile
1.1930728,10.516891,Neutrophile
2.237009,10.313326,Neutrophile
4.469129,11.007194,Neutrophile
1.2334703,10.340671,Neutrophile
3.386335,11.986695,Neutrophile
3.333275,11.683143,Neutrophile
0.9047951,11.177106,Neutrophile
3.3543465,12.048717,Neutrophile
0.9892087,10.508571,Neutrophile
3.0002637,10.864446,Neutrophile
3.2670777,11.712897,Neutrophile
2.5691133,10.479032,Neutrophile
1.3604428,10.621363,Neutrophile
1.8652409,11.200207,Neutrophile
1.3114355,11.722675,Neutrophile
3.042761,11.528356,Neutrophile
4.2050505,11.532304,Neutrophile
3.6445708,10.315457,Neutrophile
3.864262,11.2571945,Neutrophile
2.4406354,11.189957,Neutrophile
2.5598052,10.624638,Neutrophile
